name,link,price,postage,brand,metadescription,description,criteria,category,pageviews,unique_pageviews,time_on_page,articles_sold,unique_sales,total_revenue,average_revenue
Rasierpinsel KUNSTHAAR mit Olivenholzgriff (vegan),/74236-rasierpinsel-kunsthaar-mit-olivenholzgriff-vegan-olivenholz-erleben,"
24,15
€
","
Versand 3,75 €
/
Versandkostenfrei ab 30,00 €
",Olivenholz erleben,Rasierpinsel L ca. 9 cm mit Kunsthaar (vegan) mit Griff aus mediterranen Olivenholz zum Rasieren,"
Rasierpinsel KUNSTHAAR mit Olivenholzgriff (vegan)
Ein tolles Geschenk für den Mann!
Aus Kunsthaar gefertigt und fixiert auf einem gedrechselten Griff aus Olivenholz.
Für höchste Ansprüche bei der Nassrasur!
Die Pflege ist einfach: Unter fließend Wasser säubern und ab und zu mit etwas Olivenöl einreiben, dann behält das Olivenholz seine Wärme und die kraftvolle Maserung.
Verwendete Materialien
Olivenholz, Kunsthaar
Größe/Maße/Gewicht
Länge ca. 9 cm
Durchmesser ca. 3,5 cm
","
Avocadostore-Kriterien
Fair & Sozial
Die hier angebotenen Produkte werden in einer deutschen Werkstatt von Menschen mit viel Geschick und Liebe zum Olivenholz in Eigenleistung erstellt. Jeder Artikel bekommt so eine individuelle Handschrift und wird zum Unikat mit eigener Geschichte.
Haltbar
Olivenholz ist ein Rohstoff, der auch bei täglicher Beanspruchung äußerst langlebig ist und gegenüber vielen Stoffen und mechanischen Einwirkungen wie Fetten, heißem Kochgeschirr oder scharfen Messerklingen, extrem resistent ist.
Recycelt & Recyclebar
Das Produkt ist vollständig biologisch abbaubar.
Olivenholz ist ein Naturstoff, der aufgrund seiner besonderen Eigenschaften auch nach der Verarbeitung als solcher ohne fremde Zusätze auskommt und somit völlig naturbelassen bleibt. Mehr noch, Olivenholz ist in direkter Verbindung zu Nahrungsmitteln sehr geeignet, denn Bakterien werden durch die Säure des Holzes unschädlich gemacht.  
Made in Germany
Herstellung in eigener Werkstatt in der Nähe von Hamburg.
CO₂-Sparend
Der einzige Transport des Rohmaterials ist der Weg zu uns und der Versand einer Bestellung aus unserer Werkstatt zum Kunden. Auch die Weiterverarbeitung ist ressourcenschonend angelegt, da die Lagerung zur Trocknung vom Olivenholz im Freien erfolgt , ohne Trocknungsanlagen. 
Ressourcenschonend
Wir versuchen den Rohstoff Olivenholz so effizient einzusetzen, dass es kaum zu Ausschuss kommt. Selbst scheinbare Reste werden zu Produkten verarbeitet, den man das nicht ansieht. Selbst die Olivenholzspäne werden bewusste gesammelt und haben ihren zielgerichteten Einsatz gefunden.   
Schadstoffreduzierte Herstellung
Keine Trockungsanlagen, sondern Trocknung im Freien; keine Zuätze wie Lacke, sondern alle Produkte werden im Finish mit reinem Olivenöl eingerieben.
Vegan
Alle angebotenen Artikel sind rein pflanzlich und somit frei von tierischen Zusätzen.
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22. Türchen - Bluetooth Box,/221340-22-tuerchen-bluetooth-box-kreafunk?variant_id=1743177,"
84,95
€
","
Versand 3,90 €
/
Versandkostenfrei ab 150,00 €
",Avocadostore,"KREAFUNK CARE Serie: Bluetooth-Speaker aJAZZ, recycelte Materialien, grau meliert, Textilfront","
22. Türchen - Bluetooth Box
Wir verlosen dreimal diesen Artikel: einmal über unsere Seite, einmal über Instagram und einmal über Facebook. Du hast also drei Möglichkeiten, zu gewinnen:
1. Schicke uns eine E-Mail mit dem Betreff ""22. Türchen” an gewinn@avocadostore.de.
oder
2. Kommentiere auf unserem Instagram-Account  http://www.instagram.com/avocadostore.de den Post zum 22. Türchen.
oder
3. Kommentiere auf unserem Facebook-Account http://www.facebook.com/avocadostore den Post zum 22. Türchen.
Wer auf allen drei Wegen teilnimmt, erhöht seine Gewinnchance! Zeit hast du bis Mitternacht am heutigen Tag. Dann entscheidet das Los, für wen das Glöckchen klingelt. Die Gewinner werden am nächsten Werktag über den Weg benachrichtigt, auf den sie teilgenommen haben. Es gelten unsere Teilnahmebedingungen https://bit.ly/2Q2MvCr 
------
Dieser Lautsprecher spielt nicht nur Ihre Lieblingslieder, sondern er jazzt jeden Raum, den Sie betreten im Nu auf. Mit seiner organischen Form passt er sich jedem Innendesign an. Einer ist gut, zwei sind besser! Der aJazz unterstützt TWS, somit können zwei Lautsprecher für einen perfekten Stereo Sound gekoppelt werden. Überzeugen Sie sich selbst vom unverwechselbaren Sound und klassich dänischen Design. Der Speaker aus der CARE Serie von KREAFUNK besteht aus 35% weniger Plastik als herkömmliche Produkte. Stattdessen wird Weizenfaser eingesetzt. Die Front besteht aus Textilien aus 98% recyceltem Polyester der dänischen Firma (Gabriel). 
Um gegen die Verschmutzung der Meere durch Plastik vorzugehen, spendet KREAFUNK für jedes verkaufte Produkt der CARE Serie an The Ocean Cleanup.
Details: 
- Bluetooth 5.0 Lautsprecher- inkl. Voice Assistant mit eingebautem Mikrofon zum Freisprechen
- Mit der TWS (True Wireless Stereo)- Verbindungsfunktion ist das Koppeln von zwei Lautsprechern möglich
- Staub-und spritzwassergeschützt (IP55)
- Maße: 10 x 10 x 11x cm 
- Ladekabel mit USB auf USB-C im Lieferumfang enthalten
- Die Ladezeit beträgt 4 Stunden 
- Bei Inaktivität schaltet sich der aJazz nach 60 Minuten automatisch ab 
- Material: Kunststoff, Weizenfasern, Leder, Metall
EAN
5713680600747
","
Avocadostore-Kriterien
Fair & Sozial
Die Care Serie wird nicht nur aus nachhaltigen Materialien produziert, sondern mit der Mitgliedschaft BSCI (Business Social Compliance Initiative) werden auch die Kriterien der fairen Arbeitsbedingungen in China erfüllt. Es finden regelmäßige Audits statt, bei denen unter anderem die Sicherheit der Arbeitsumgebung, die Einhaltung der Arbeitszeiten sowie die Zahlung fairer Löhne überprüft wird.
Ressourcenschonend
Die Produkte der KREAFUNK Care Serie werden umweltschonend hergestellt. Sie bestehen aus 35% weniger Plastik, welches durch Weizenhalmfasern ersetzt wurde. Die Verpackung wurde komprimiert und besteht aus FSC-zertifiziertem Paulownia Holz - einem schnell nachwachsenden Rohstoff.
Recycelt & Recyclebar
Das verwendete Textil besteht aus 98% recyceltem Polyester.
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Glas-Trinkhalme Glas-Strohhalme Trinkhalm Glas + Bürste 6St. 21,5cm",/152740-glas-trinkhalme-glas-strohhalme-trinkhalm-glas-plus-buerste-6st-215cm-ecoyou,"
12,90
€
14,90
€
","
Versand 3,90 €
/
Versandkostenfrei ab 39,00 €
",EcoYou,Nachhaltige Glas Trinkhalme Glasstrohhalme Trinkhalme aus Glas Hochwertig von EcoYou inkl. Reinigungsbürste,"
Glas-Trinkhalme Glas-Strohhalme Trinkhalm Glas + Bürste 6St. 21,5cm
Nie wieder Plastiktrinkhalme 
Ganz egal ob Smoothie, Cocktail oder Saftschorle, schlürfe dein Lieblingsgetränk mit der nachhaltigen und wiederverwendbaren Alternative.
Inhalt: 
6 x Glastrinkhalme inkl. Reinigungsbürste + E-Book mit Leckere Smoothie Rezepte
Maße:
Länge: ca. 21,5 cm
Durchmesser: ca. 10 mm
Informationen:
- Für Heiß- & Kaltgetränke geeignet
- Bruchsicher & Robust 
- Schadstoff- und BPA-frei
- Spülmaschinenfest
- Kostenloses E-Book mit leckeren Smoothie Rezepten
Plastikfreie Verpackung & Versand.
","
Avocadostore-Kriterien
Fair & Sozial
Unsere Produkte werden unter fairen und ethischen Gesichtspunkten hergestellt.
Haltbar
Die Glastrinkhalme von EcoYou sind bruchsicher und können im Gegensatz zu Plastikhalmen immer wieder verwendet werden. 
Ressourcenschonend
Zeige auch du Plastiktrinkhalmen und extra Müll die rote Karte und greife zu den wiederverwendbaren Trinkhalmen von EcoYou!
Zudem sind die Glas Trinkhalme von EcoYou nachhaltig und plastikfrei verpackt. Die Verpackung ist mit dem grünen Punkt versehen. 
Vegan
Alle Produkte von EcoYou sind vegan.
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veganes Kaugummi Himbeere Vanille,/209325-veganes-kaugummi-himbeere-vanille-true-gum,"
2,95
€
(14,75€/100g)
","
Versand 4,90 €
/
Versandkostenfrei ab 100,00 €
",promavis,Himbeere & Vanille - True Gum: Ein süßer und frischer Kaugummi mit leckerem Himbeere & Vani,"
Veganes Kaugummi Himbeere Vanille
Himbeere & Vanille - True Gum: Ein süßer und frischer Kaugummi mit leckerem Himbeere & Vanille Geschmack.
Plastikfrei, vegan, biologisch abbaubar, frei von Zucker und Aspartam, mit natürlichen Aromen.
Die meisten Kaugummis bestehen aus Petrochemikalien (Kunststoffen), Aspartam (einem künstlichen Süßstoff) und BHA (einem synthetischen Antioxidans).
Wir sind überzeugt davon, dass Kaugummis besser sein können. Deshalb True Gum.
True Gum verwenden nur qualitativ hochwertigste Zutaten, um einen Kaugummi zu erhalten, der großartig schmeckt, zu 100% biologisch abbaubar und vegan ist.
Um es einfach zu sagen: Bessere Zutaten ergeben einen besseren Kaugummi.
In der 20 g Schachtel befinden sich ca. 16-19 Kaugummis mit fantastischem und lang anhaltendem Geschmack.
Inhaltsstoffe:
Süßungsmittel (Xylithol, Steviolglykoside), Chicle Gummibasis, Feuchthaltemittel (Glycerin), natürliche Aromen, Säurungsmittel (Apfelsäure), Süßkartoffelextrakt
- Vegan
- Zuckerfrei
- 100% plastikfrei 
- 100% biologisch abbaubar
- Hergestellt in Dänemark
Über True Gum
True Gum wurde als Start-up gegründet von Jacob, Peter, Zabrina und Morten. 
Ein kunststofffreier, veganer und biologisch abbaubarer Kaugummi - hergestellt in Kopenhagen, Dänemark. 
Frei von künstlichen Inhaltsstoffen. Hergestellt aus natürlichem Saft aus zentralamerikanischen Gummibäumen, pflanzlichen Zutaten und natürlichen Aromen.
EAN
5700002082534
","
Avocadostore-Kriterien
Recycelt & Recyclebar
100% biologisch abbaubar
Ressourcenschonend
True Gum wird aus Naturkautschuk hergestellt und ist zu 100% frei von Kunststoffen. 
Vegan
Vegan - Süßungsmittel (Xylithol, Steviolglykoside), Chicle Gummibasis, Feuchthaltemittel (Glycerin), natürliche Aromen, Matchapulver (1%), Akaziengummi, Distel- und Spirulinaextrakt
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6x gerade Metallstrohhalme / plastikfreie Trinkhalme inkl. Reinigungsbürste & Tragetasche,/207040-6x-gerade-metallstrohhalme-strich-plastikfreie-trinkhalme-inkl-reinigungsbuerste-und-tragetasche-skojig?variant_id=1623587,"
4,99
€
11,99
€
","
Versand 4,99 €
/
Versandkostenfrei ab 69,00 €
",Bambuswald,"6 GERADE STROHHALME – Die langen Trinkhalme aus rostfreiem Edelstahl eignen sich für Kaltgetränke, Softdrinks, Longdrinks und mehr.","
6x gerade Metallstrohhalme / plastikfreie Trinkhalme inkl. Reinigungsbürste & Tragetasche
6x wiederverwendbare Strohhalme aus Edelstahl mit gerader Form (21,5cm lang / 26,6cm , 6/8mm breit), inkl. Reinigungsbürste. Das perfekte Bar- u. Partyzubehör für alle, die genug von Plastikabfall haben! Die Metallstrohhalme liefern einen unverfälschten Geschmack und sind praktisch unzerstörbar. Ideal für Kaltgetränke, Cocktails, Softdrinks usw. Die Trinkhalme lassen sich im Geschirrspüler oder manuell reinigen. 
EAN
4260634326006
","
Avocadostore-Kriterien
Haltbar
Die Metallstrohhalme sind besonders robust und lassen sich über Jahre hinweg ohne Qualitätseinbußen wiederverwenden
Ressourcenschonend
Durch die Verwendung von wiederverwendbaren Trinkhalmen vermeidest du Plastikmüll.
",wohnen,548.0,131.0,625.0,9.0,85.0,50.0,62.0
Dessertteller ELSA,/200793-dessertteller-elsa-tranquillo,"
6,50
€
","
Versand 5,95 €
/
Versandkostenfrei ab 30,00 €
",Tranquillo ,Porzellan kleiner Teller Untertasse klassisch Keramik weiß mit blauem Rand,"
Dessertteller ELSA
Dessertteller ELSA besticht durch seine puristische Farb- und seine subtil verzerrte Formgebung. 
Bestens geeignet zum Servieren von Eis und Kuchen.
- Spülmaschinen- und Mikrowellengeeignet
Maße: Ø 16 x 1,5 cm
Material: Porzellan
MPN
POR056
","
Avocadostore-Kriterien
Fair & Sozial
Fairness von Anfang an! TRANQUILLO ist eine knallbunte Familie. Mit unseren Herstellern verfolgen wir unsere Ziele in Richtung Nachhaltigkeit und initiieren konkrete Verbesserungen der Arbeitsbedingungen vor Ort. Das wirkt sich auf die Qualität unserer Produkte aus. Die Einhaltung arbeitsrechtlicher Standards, angemessene Bezahlung und keine Kinderarbeit sind für uns ein absolutes Muss.
Ressourcenschonend
Die Verantwortung für unsere Umwelt ist uns wichtig. Wir evaluieren unsere Produktionsschritte, sorgen bei uns und unseren Herstellern für langfristige Veränderungen. Über den Produktionsprozess hinaus reduzieren wir die Emissionen unseres Unternehmens stetig. Umweltschonende, effiziente Transportwege, LED-Beleuchtung in unseren Läden und recycelte Materialien sind für uns selbstverständlich.
Vegan
Unsere Produkte sind frei von tierischen Inhaltsstoffen.
",wohnen,243.0,634.0,827.0,58.0,0.0,40.0,92.0
Schafmilch-Seife Herz,/43560-schafmilch-seife-herz-saling-naturprodukte,"
2,90
€
3,50
€
(4,29/100 gramm)
","
Versand 4,90 €
/
Versandkostenfrei ab 100,00 €
",promavis,Schafmilchseife Herz von Saling in Deutschland ohne synthetische Farbstoffe und ohne Parffinen hergestellt.,"
Schafmilch-Seife Herz
Schafmilchseife hergestellt in Deutschland, unter Verwendung von Fetten und Ölen aus kontrolliert biologischen Anbau, mit Duftkomposition aus ätherischen Ölen. 
Gewicht: 65 g
Zertifizierung: Die Saling Schafmilchseife Herz in Umkarton ist Ecocert zertifiziert.
Material 
Hergestellt in Deutschland 
Rohstoffe aus kontrolliert biologischen Anbau
ohne synthetische Farbstoffe
frei von Parabenen und Silikonölen
ohne Paraffinen (Mineralöle)
nicht an Tieren getestet 
Recyclingfähig – die Verpackung ist recycelbar.
Inhaltsstoffe
Sodium Palmate (Natriumsalz der Palmölfettsäure), Sodium Cocoate (Natriumsalz der Kokosölfettsäure), Aqua (Wasser), Glycerin, Sheep Milk Powder (Schafmilchpulver),   Parfum (Parfüm), Lanolin (Wollwachs), Sodium Chloride (Kochsalz), Tetrasodium Glutamate Diacetate
Angebotsbeschreibung
Schafmilchseife Herz von Sailing Naturprodukte.
","
Avocadostore-Kriterien
Rohstoffe aus Bioanbau
Rohstoffe aus kontrolliert biologischem Anbau
Made in Germany
In Deutschland hergestellt.
Schadstoffreduzierte Herstellung
ohne synthetische Farbstoffe
frei von Parabenen und Silikonölen
ohne Paraffine (Mineralöle)
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ras el Hanout Bio Gewürzmischung,/144074-ras-el-hanout-bio-gewuerzmischung-mill-und-mortar,"
6,86
€
","
Versand 3,95 €
/
Versandkostenfrei ab 50,00 €
",KONTOR 1710,Marokkanisch inspirierte Gewürzmischung vereint warme Schärfe und feine Süße zu einem feinen Geschmacksangriff.,"
Ras el Hanout Bio Gewürzmischung
Ras El Hanout bedeutet ""der Kopf des Gewürzhändlers"" und hat genau so viele Geschmacksrichtungen wie Curry.
Diese marokkanisch inspirierte Gewürzmischung vereint Muskat, Zimt und warme Gewürze, sowie eine feine Süße von Rosenblättern und Lavendelblüte zu einem feinen Geschmacksangriff.
Perfekt für Lamm, Huhn, Couscous und Eintöpfe - eine wunderbare Mischung!
Größe: 60mm x 60mm x 60mm 
Gewicht: 55 Gramm 
Preis je 100g: 12,27 € 
Inhaltsstoffe: 100% Bio-Gewürzmischung: Kurkuma, Nelken, Muskatnuss, schwarzer Pfeffer, Fenchelsamen, Zimt, Chili, Lorbeerblätter, Ingwer, Rosenblätter, Lavendelblüte 
","
Avocadostore-Kriterien
Rohstoffe aus Bioanbau
Alle Inhaltsstoffe stammen aus kontrolliert biologischem Anbau. Sie stammen aus landwirtschaftlichen Erzeugnissen, die ohne den Einsatz von Gentechnik und umweltschädlichen synthetischen Chemikalien wie Pestiziden, Düngemitteln oder Pflanzenwachstumsmitteln kultiviert wurden. Das schützt nicht nur die Natur und Sie als Verbraucher, sondern verbessert auch die Arbeitsbedingungen für die Produzenten.
Fair & Sozial
Mill & Mortar zahlt die von den Produzenten selbst kalkulierten Preise und sorgt damit dafür, dass neue Ausbildungsmöglichkeiten in den Anbauländern und eine soziale Absicherung für die Produzenten ermöglicht werden. In Sri Lanka baute Iben Büchert außerdem eine genossenschaftlich organisierte Produktionsstätte auf, in der die Kräuter und Gewürze direkt verpackt werden.
Vegan
Alle Gewürze, Gewürzmischungen, Kräuter, Toppings und Backmischungen bestehen rein aus pflanzlichen Bestandteilen ohne tierische Produkte und sind damit vollständig vegan.
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Becher ELSA,/197524-becher-elsa-tranquillo,"
6,90
€
","
Versand 5,95 €
/
Versandkostenfrei ab 30,00 €
",Tranquillo ,Porzellan Becher Trinkgefäß Tasse Cup Mug,"
Becher ELSA
Becher ELSA besticht durch ihre puristische Farb- und ihre subtil verzerrte Formgebung - da schmeckt der Kaffee doch gleich viel besser! 
- Spülmaschinen- und Mikrowellengeeignet
Maße: Ø 8 x 9 cm
Material: Porzellan
Fassungsvermögen: 200 ml
MPN
POR066
","
Avocadostore-Kriterien
Fair & Sozial
Fairness ist unser Motto! Respekt und ein fairer Umgang miteinander zählen für uns zu den wichtigsten Regeln. Wir arbeiten ohne Zwischenhändler. Mit unseren Herstellern verbinden uns langjährige Bekanntschaften, inzwischen sogar wahre Freundschaften. Gemeinsam verfolgen wir unsere Ziele in Richtung Nachhaltigkeit und initiieren konkrete Verbesserungen der Arbeitsbedingungen vor Ort.
Ressourcenschonend
Der verantwortungsbewusste Umgang mit unserer Umwelt liegt uns sehr am Herzen. Über den Produktionsprozess hinausgehend versuchen wir, die Emissionen unseres Unternehmens auf einem geringen Level zu halten. 
Vegan
Unsere Produkte sind frei von tierischen Inhaltsstoffen.
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bio-Saatgut-Box für das ganze Jahr - Jahresbox ""Gartenjahr""",/174876-bio-saatgut-box-fuer-das-ganze-jahr-jahresbox-gartenjahr-rankwerk,"
44,90
€
","
Versand 3,90 €
/
Versandkostenfrei ab 60,00 €
",Rankwerk ,"Salatgurke, Tomate, Riesenkürbis, Kokosquelltabletten, starterbox, heimgärtner, regional, saisional, demeter, bio, saatgut","
Bio-Saatgut-Box für das ganze Jahr - Jahresbox ""Gartenjahr""
Was ist in der Jahresbox ""Gartenjahr"" enthalten?
- 12 samenfeste Bio-Saatgut-Sorten in Demeter-Qualität
- Anleitungen zu allen Sorten
- Veganer Bio-Klee-Dünger 300g
- Kokosquelltabletten für die Anzucht
Mit dieser Box bist du für die ganze Gartensaison gewappnet – alles Wichtige dafür erhältst du mit nur einer Lieferung. Wie du welche Sorte anbaust und pflegst erfährst du durch die Anleitungskarten. Die Kokosquelltabletten helfen bei der Anzucht der Pflanzen, indem sie Nährstoffe für die erste Wachstumsphase der Saatkörner liefern. Der Bio-Klee-Dünger sorgt dann für den Nährstoffbedarf zwischendurch.
","
Avocadostore-Kriterien
Rohstoffe aus Bioanbau
Alle unsere Saatgutsorten sind durch die Kontrollstelle DE-ÖKÖ-006 demeterzertifiziert.
Fair & Sozial
Wir sorgen dafür, dass jedes Glied unserer Produktionskette fair bezahlt wird. Außerdem arbeiten wir mit sozialen Einrichtungen zusammen und lassen regional produzieren. 
Recycelt & Recyclebar
Unsere Produkte bestehen aus recycelten Materialien oder sind alle jeweils recyclebar.
Ressourcenschonend
Bei der Herstellung unserer Produkte wird auf eine materialsparende und ressourcenschonende Herstellung geachtet.
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blumenwiese für Bienen,/193124-blumenwiese-fuer-bienen-wunderle,"
4,30
€
","
Versand 7,50 €
/
Versandkostenfrei ab 49,00 €
",Margreblue GmbH,"Was gibt es Schöneres als eine wunderschöne bunte Blumenwiese mit den herrlichsten Schmetterlingsblumen, die man sich vorstellen kann?","
Blumenwiese für Bienen
Saattüte für eine reichhaltige Blumenwiese für Bienen –wunderschön und nützlich
Unsere kleine Saattüte mit vielen verschiedenen Saaten für eine wunderschöne Blumenwiese speziell für Bienen hat es wirklich in sich … Nach der Aussaat blühen schon bald die herrlichsten bunten Blumen. Die Blumenwiese erinnert an Kindheitstage … an lange, heiße Sommer, an scheinbar unendliche Tage mit ganz viel Spaß und Freude beim Erkunden von neuen Dingen. Und an das Beobachten und Erforschen von Insekten, wobei besonders Bienen und Hummeln interessant waren. Die wohl kleinsten Pelzträger der Welt haben uns schon früher mit ihrem emsigen Gesumme begeistert.
Im Gegensatz zu den eher stechfreudigen Wespen konnte man die Hummeln sogar auf die Hand setzen und vorsichtig streicheln. Auch das Erforschen der kleinen Insekten mit einer Lupe war sehr interessant. Und wer kennt nicht die Geschichte von den Bienen, die auch bei den Menschen fleißig für Nachwuchs sorgen … Und das Größte für uns Kinder war damals auch das Füttern der kleinen Tiere mit allerlei Leckereien wie Blättern, Gras, Beeren usw. Erinnern Sie sich?
Heutzutage gibt es leider nicht mehr so viele bunte Blumenwiesen oder kennen Sie welche? Das ist sehr schade, nicht nur für uns Menschen, für die solche vielfältigen Wiesen herrlich anzusehen waren, sondern speziell auch für Insekten wie Bienen, die dort ihre Nahrung gefunden und die Blütenpollen weitergetragen haben. So entstand eine riesige Artenvielfalt. Heutzutage können wir von solchen Orten, die irgendwie ein wenig an das Paradies erinnerten, nur noch träumen.
Die Natur wurde den Menschen und ihren profitablen Interessen untergeordnet – Tiere und Pflanzen werden nur nach dem finanziellen Nutzen beurteilt. Deshalb gibt es kaum noch natürliche bunte Blumenwiesen … wie schade …
Wir möchten die Natur und die Artenvielfalt bewahren. Deshalb ist unsere kleine Saattüte mit der bunten Bienen-Blumenwiese ein kleiner Beitrag zum Umweltschutz. Die Saattüte ist gefüllt mit einer Saatmischung speziell für bienenfreundliche Pflanzen. Auch andere liebe Menschen freuen sich über so ein schönes und nützliches Mitbringsel, das sich dank der seitlich angebrachten Öse auch ganz einfach an einem anderen Geschenk befestigen lässt.
Die Saattüten sind individualisierbar, Sie können Ihrer Kreativität nach Herzenslust freien Lauf lassen und die Saattüte mit bunten Blumen und niedlichen Bienchen verzieren. Ihrer Phantasie sind  keine Grenzen gesetzt …
Was ist beim Anlegen einer Bienen-Blumenwiese zu beachten?
Den richtigen Platz finden
Eine freie Fläche im Garten oder sogar ein Blumentopf  sind dafür geeignet. Optimal ist ein Ort, die im vorigen Jahr als Gemüsebeet diente oder der mehrere Jahre mit Gras bewachsen war.
Die Fläche reinigen
Der vorgesehene Platz muss nun von allen anderen Pflanzen wie Gräsern, „Unkraut“ etc. befreit werden, damit die Bienen-Blumenwiesensaat sich gut entwickeln kann.
Den Boden auflockern
Damit die Saat gut anwächst, sollte nun der Boden mit einer Gartenharke so aufgelockert werden, dass er feinkrümelig ist. Dünger benötigt der Boden nicht.
Saat ausstreuen und wenig wässern
Am einfachsten geht dies, wenn Sie die Blumensaat auf dem Boden verstreuen. Das hat aber den Nachteil, dass die Blumen zu dicht gesät sind und sich nicht so gut entwickeln. Das beste Ergebnis erzielen Sie, wenn Sie das Saatgut in Reihen aussähen, mit einem Abstand von ca. 30 cm. Die Blumen können sich so besser ausbreiten und das Erkennen und Entfernen von „Unkraut“ ist so wesentlich einfacher.
Mit un sagserer Bienen-Blumenwiesensaat können Sie auch andere Menschen für das Thema Bienensterben sensibilisieren und ihnen gleichzeitig eine große Freude bereiten. Nicht nur Gartenbesitzer freuen sich über so ein nettes Mitbringsel. Die liebevoll individuell gestaltete Tüte birgt viele blumige Überraschungen.
EAN
4250144752662
","
Avocadostore-Kriterien
Made in Germany
Die Firma Wunderle lässt Ihr Produkte in Deutschland produzieren. 
Fair & Sozial
Diese werden zusätzlich von Behindertenwerkstätten produziert sowie verpackt. 
Vegan
Dieses Produkt ist 100% Vegan 
Ressourcenschonend
Das Ganze wird im umweltfreundlichen Karton-Haus geliefert, das aus nachhaltiger Forstwirtschaft gewonnen wurde. 
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kork Untersetzer für Töpfe Korkuntersetzer 3er Set,/221778-kork-untersetzer-fuer-toepfe-korkuntersetzer-3er-set-living-in-kork,"
13,00
€
","
Versand 15,00 €
/
Versandkostenfrei ab 150,00 €
",Living in Kork ,Kork Untersetzer für Töpfe Korkuntersetzer 3 er Set verschiedene Größen. 100% Kork recyling,"
Kork Untersetzer für Töpfe Korkuntersetzer 3er Set
Korktopfuntersetzer Untersetzer 3 er Set 
    Kork Topfuntersetzter
    3 einzelne Untersetzer für Schalen oder Töpfe
    Durchmesser: 140mm  + 180mm  + 220mm x 10 mm Stärke
    Anzahl pro Verpackung: 3 Stück
    Vegan
    Aus natürlichem Kork
    wasserabweisend
    recyclebar
    nachhaltig
Unsere Produkte werden in Portugal nach portugiesicher Tradition handgefertigt. Bei der Auswahl unserer Produkte liegt der Fokus auf hochwertige Korkqualität und einer großen Sorgfalt bei der Herstellung. Filigrane Muster, bunte Farben und einen luxuriösen, charmanten nachhaltigen Stil fehlen bei keinem unserer Produkte aus Kork. Komm und lass Dich von Kork berühren.
 
 
","
Avocadostore-Kriterien
Fair & Sozial
Unsere Produkte werden unter fairen Bedingungen in einem seit 28 Jahren bestehenden Familienunternehmen in Portugal handgefertigt. Bei dem noch viel Wert auf ein faires und soziales miteinander gelegt wird. Die Liebe und Kreativität zu dem Produkten spiegelt sich im Detail wieder. 
Vegan
Unsere verarbeiteten Materialien sind zu 100% tierfrei. Kork ist ein Naturprodukt. Unsere angebotenen Produkte sind daher Vegan.
Recycelt & Recyclebar
Kork ist natürlich und zu 100% recyclebar. 
Ressourcenschonend
Kork ist ein ökologischer, natürlicher und nachwachsender Rohstoff. Die Korkeiche benötigt nach der Pflanzung mindestens 30-40 Jahre bis zur ersten Aberntung. Die weiteren Schälungen erfolgen dann je nach Region im Abstand von 9-14 Jahren. Dies wird, zumindest in Portugal, durch Gesetze geregelt und dementsprechend kontrolliert. Geschält wird maximal ein Drittel der gesamten Baumrinde, mehr wäre für den Fortbestand der Eiche schädlich. Hierbei gilt es noch besonders zu erwähnen, dass das Schälen der Korkeiche nicht schadet, sondern sie vielmehr zur Neubildung ihrer Rinde anregt. Die Bäume werden also nicht gefällt, sondern bleiben bis zu 200 Jahre als Nutzpflanzen erhalten.
",wohnen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
